;mun;year;exp_value;imp_value;exp_share;homicid;latroc;estupro;idh;idh_rank;educ_pgraduate;life_exp;furtos;gdp;gdp_per;area;roubos;dem_dens;value_add;ind_value_ad;eletric;mun_revenue;iptu;iss;icms;ipva;icms.1;veic;veic_per;jobs;jobs_mrev;pop;pop_cresc;pop_urb;pop_rur;olding;urbing;migration;pri_year;pri_mun;pri_reais;pri_dolar;mun2;pub_year;pub_mun;pub_value;checkpub;checkpri
1056;Auriflama;2000;;;;;;;0,677;155;5,88;,,,;;;;432,9;;31,2;;;;23383838;455923;134160;0,02778759;1607220;2331141;;;2117;399,95;13506;;11882;1624;47,38;87,98;84;;;;;AURIFLAMA;;;;1;0
1057;Auriflama;2001;;;;;;;;;;,,,;97;;;432,9;5;31,41;;;14340;25059685;541429;142266;0,02866381;1985711;2151361;;;2248;408,61;13597;;11962;1635;50,26;87,98;,,,;;;;;AURIFLAMA;;;;1;0
1058;Auriflama;2002;;;;1;;1;;;;,,,;99;71835,39;5254,97;432,9;11;31,58;67264,62;11289,21;14762;24187202;524003;105586;0,02765652;1952799;2389111;4237;3,23;2173;438,69;13670;;12067;1603;53,15;88,27;,,,;;;;;AURIFLAMA;;;;1;0
1059;Auriflama;2003;1008455;;0,003744;3;;2;;;;,,,;145;80312,32;5837,08;432,9;9;31,78;74934,08;12855,89;15127;20213240;578236;113044;0,02562034;1840968;1870340;4446;3,09;2218;526,32;13759;;12173;1586;56,36;88,47;,,,;;;;;AURIFLAMA;;;;1;0
1060;Auriflama;2004;3871536;44759;0,011246;;;2;;;;,,,;123;86076,88;6212,25;432,9;12;32,01;80626,48;15197,65;15855;19643656;542655;141855;0,02572564;1929865;1621956;4747;2,92;2617;533,4;13856;;12280;1576;59,79;88,63;,,,;;;;;AURIFLAMA;;;;1;0
1061;Auriflama;2005;1873502;26508;0,004526;;1;2;;;;,,,;163;90145,93;6469,03;432,9;14;32,19;84255,64;16896,33;16495;22547844;680496;418465;0,02589111;2115842;1800243;5066;2,75;2451;563,74;13935;;12388;1547;63,45;88,9;,,,;;;;;AURIFLAMA;;;;1;0
1062;Auriflama;2006;945055;;0,001878;;;2;;;;,,,;93;95580,68;6832,07;432,9;11;32,32;89103,14;17887,71;16712;25800785;710317;697645;0,02529556;2540197;2234281;5425;2,58;2558;704,66;13990;;12497;1493;67,28;89,33;,,,;;;;;AURIFLAMA;;;;1;0
1063;Auriflama;2007;1514548;;0,002694;2;;2;;;;,,,;63;132172,53;9416,68;432,9;13;32,42;123641,9;29558,51;18468;27743655;752935;627624;0,0252904;2790933;3011485;5875;2,39;2904;729,61;14036;;12607;1429;71,39;89,82;,,,;;;;;AURIFLAMA;;;;1;0
1064;Auriflama;2008;465256;;0,000715;1;;1;;;;,,,;99;139770,23;9918,41;432,9;11;32,55;129952,05;29484,82;19231;33909095;966760;689520;0,02429942;2785412;2656727;6325;2,23;2985;789,91;14092;;12718;1374;75,75;90,25;,,,;;;;;AURIFLAMA;;;;1;0
1065;Auriflama;2009;104869;;0,000225;1;;1;;;;,,,;128;161254,4;11400,1;432,9;5;32,67;150271,02;40604,16;19933;30080026;951511;722528;0,02490331;3239385;4769030;6759;2,09;3156;844,8;14145;;12830;1315;80,44;90,7;,,,;;;;;AURIFLAMA;;;;1;0
1066;Auriflama;2010;339384;48169;0,000597;1;;4;0,773;96;11,09;,,,;123;169054,15;11908,58;433,99;10;32,71;157452,36;38544,45;21060;31331559;933836;1045377;0,02620413;;;7186;1,98;3258;929,14;14196;;12943;1253;85,55;91,17;11;;;;;AURIFLAMA;;;;1;0
1067;Auriflama;2011;162161;164085;0,000249;1;;4;;;;,,,;78;199750,69;14037,29;433,99;1;32,79;186181,98;38669,72;21654;33758142;978955;1009144;0,02735756;;;7713;1,84;3139;1026,76;14230;;13011;1219;89,16;91,43;;;;;;AURIFLAMA;;;;1;0
1068;Auriflama;2012;144876;173698;0,000222;;;3;;;;,,,;87;221603,45;15535,86;433,99;5;32,87;206978,18;42912,54;22765;;;;0,02812131;;;8250;1,73;3294;1178,14;14264;;13078;1186;93,15;91,69;;;;;;AURIFLAMA;2012;AURIFLAMA;74900;1;0
1069;Auriflama;2013;81583;107030;0,00013;;;4;;;;,,,;140;227908,38;15939,88;433,99;7;32,95;214288,64;41735,73;23905;;;;0,02806427;;;8803;1,62;3340;1285,86;14298;;13144;1154;97,29;91,93;;;;;;AURIFLAMA;2013;AURIFLAMA;408000;1;0
1070;Auriflama;2014;37325;61486;0,000065;1;;4;;;;,,,;109;259340,71;18096,48;433,99;9;33,02;244993,3;44168,35;25126;;;;0,02856551;;;9322;1,54;3296;1448,24;14331;;13208;1123;101,3;92,16;;;;;;AURIFLAMA;;;;1;0
1071;Auriflama;2015;1093;42662;0,000002;;;3;;;;,,,;84;;;434,32;7;33,08;;;;;;;0,0298728;;;9626;1,49;3088;1596,26;14366;;13273;1093;105,86;92,39;;;;;;AURIFLAMA;;;;1;0
1072;Auriflama;2016;;;;;;;;;;,,,;;;;434,32;;33,13;;;;;;;;;;9940;1,45;;;14387;;13324;1063;110,28;92,61;;;;;;AURIFLAMA;;;;1;0
1073;Auriflama;2017;;;;;;;;;;,,,;;;;434,32;;33,17;;;;;;;;;;;;;;14408;0,21;13374;1034;114,9;92,82;;;;;;AURIFLAMA;;;;1;0
1074;Auriflama;2018;;;;;;;;;;,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AURIFLAMA;;;;1;0
1075;Auriflama;2019;;;;;;;;;;,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AURIFLAMA;;;;1;0
1076;Auriflama;2020;;;;;;;;;;,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AURIFLAMA;;;;1;0
1077;Auriflama;2021;;;;;;;;;;,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AURIFLAMA;;;;1;0
1078;Avaí;2000;;;;;;;0,608;506;4,34;,,,;;;;542,16;;8,48;;;;12870224;127667;86163;0,01616923;100844;211421;;;504;411,62;4597;;3197;1400;37,53;69,55;51;;;;;AVAÍ;;;;1;0
1079;Avaí;2001;;;;;;2;;;;,,,;41;;;542,16;6;8,55;;;3975;13415277;149019;118208;0,0172143;137748;118492;;;543;448,68;4636;;3203;1433;38,54;69,09;,,,;;;;;AVAÍ;;;;1;0
1080;Avaí;2002;;;;;;1;;;;,,,;34;69899,03;14970,88;542,16;4;8,61;68779,67;4954,17;3888;13630008;137157;44432;0,02014581;134805;90385;540;8,65;521;560,44;4669;;3217;1452;40,08;68,9;,,,;;;;;AVAÍ;;;;1;0
1081;Avaí;2003;;;;1;;;;;;,,,;46;80275,24;17058,06;542,16;3;8,68;78905,59;4940,42;4346;11931203;134585;65139;0,02028118;121146;182862;609;7,73;581;579,75;4706;;3231;1475;41,46;68,66;,,,;;;;;AVAÍ;;;;1;0
1082;Avaí;2004;;94014;;;;;;;;,,,;34;75199,88;15848,24;542,16;1;8,75;73954,14;5555,63;4841;12741553;137638;54397;0,01987603;158445;102415;701;6,77;588;587,33;4745;;3245;1500;42,81;68,39;,,,;;;;;AVAÍ;;;;1;0
1083;Avaí;2005;;;;1;;;;;;,,,;46;83031,8;17381,58;542,16;4;8,81;82262,41;6850,83;5117;12696540;141907;90776;0,01898617;190438;92379;756;6,32;539;679,7;4777;;3259;1518;44,42;68,22;,,,;;;;;AVAÍ;;;;1;0
1084;Avaí;2006;;;;;;;;;;,,,;36;86676,07;18019,97;542,16;2;8,87;84816,33;7046,23;5392;16583624;119358;355294;0,01924815;234160;70091;843;5,71;565;722,7;4810;;3273;1537;46,11;68,05;,,,;;;;;AVAÍ;;;;1;0
1085;Avaí;2007;;;;;;2;;;;,,,;26;108774,28;22427,69;542,16;3;8,95;105482,25;10313,58;5685;15435109;131361;710907;0,02000039;266159;84102;928;5,23;586;721,53;4850;;3287;1563;47,7;67,77;,,,;;;;;AVAÍ;;;;1;0
1086;Avaí;2008;;;;;;;;;;,,,;12;101852,88;20845,86;542,16;1;9,01;97581,65;10550,58;5682;16877043;131357;415235;0,01912221;334834;106192;999;4,89;689;884,75;4886;;3301;1585;49,25;67,56;,,,;;;;;AVAÍ;;;;1;0
1087;Avaí;2009;;;;1;;1;;;;,,,;17;112158,7;22824,32;542,16;2;9,06;110444,19;12060,11;5646;18358702;141079;586833;0,01939692;405968;83458;1035;4,75;749;915,95;4914;;3315;1599;51,57;67,46;,,,;;;;;AVAÍ;;;;1;0
1088;Avaí;2010;;;;;;2;0,714;509;5,07;,,,;25;115397,41;23284,39;540,46;6;9,17;111912,25;5921,16;6009;17678134;132734;904717;0,01993963;;;1131;4,38;750;1081,59;4956;;3328;1628;52,36;67,15;2;;;;;AVAÍ;;;;1;0
1089;Avaí;2011;;;;;;1;;;;,,,;21;152772,13;30621,79;540,46;4;9,23;147311,75;6112,01;6323;18961077;161771;1059426;0,0196762;;;1256;3,97;1009;1076,28;4989;;3350;1639;55,43;67,15;;;;;;AVAÍ;2011;AVAÍ;619838,49;1;0
1090;Avaí;2012;;;;;;2;;;;,,,;27;142391,9;28347,98;540,46;1;9,29;135966,86;6057,38;6822;;;;0,0200845;;;1351;3,72;1159;1127,68;5023;;3373;1650;59,1;67,15;;;;;;AVAÍ;;;;1;0
1091;Avaí;2013;;;;;;1;;;;,,,;33;223693;44234,33;540,46;1;9,36;217613,1;9834,41;7341;;;;0,02130908;;;1482;3,41;1636;1267,15;5057;;3396;1661;63,09;67,15;;;;;;AVAÍ;2013;AVAÍ;408000;1;0
1092;Avaí;2014;;;;;;1;;;;,,,;57;273811,24;53772,83;540,46;3;9,42;267257,68;11460,57;7662;;;;0,02241515;;;1609;3,16;1462;1369,84;5092;;3419;1673;67,27;67,14;;;;;;AVAÍ;;;;1;0
1093;Avaí;2015;;;;;;3;;;;,,,;29;;;540,46;1;9,48;;;;;;;0,02198664;;;1702;3,01;1094;1556,67;5126;;3442;1684;71,51;67,15;;;;;;AVAÍ;;;;1;0
1094;Avaí;2016;;;;;;;;;;,,,;;;;540,46;;9,54;;;;;;;;;;1754;2,94;;;5158;;3464;1694;74,43;67,16;;;;;;AVAÍ;;;;1;0
1095;Avaí;2017;;;;;;;;;;,,,;;;;540,46;;9,6;;;;;;;;;;;;;;5191;0,66;3486;1705;77,17;67,15;;;;;;AVAÍ;;;;1;0
1096;Avaí;2018;;;;;;;;;;,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AVAÍ;;;;1;0
1097;Avaí;2019;;;;;;;;;;,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AVAÍ;;;;1;0
1098;Avaí;2020;;;;;;;;;;,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AVAÍ;;;;1;0
1099;Avaí;2021;;;;;;;;;;,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AVAÍ;;;;1;0
1100;Avanhandava;2000;;;;;;;0,608;506;3,49;,,,;;;;340,34;;25,92;;;;19586558;261076;21382;0,02319958;631901;10721117;;;887;457,24;8820;;8092;728;31,65;91,75;20;;;;;AVANHANDAVA;;;;0;1
1101;Avanhandava;2001;;;;2;;1;;;;,,,;77;;;340,34;6;26,69;;;8780;20586075;322926;74252;0,0247815;696406;4105508;;;905;514,29;9082;;8218;864;32,79;90,49;,,,;;;;;AVANHANDAVA;;;;0;1
1102;Avanhandava;2002;;;;;;;;;;,,,;58;53394,52;5717,98;340,34;5;27,44;48923,42;7756,3;8248;19375283;275108;170709;0,02487641;695769;3012413;1660;5,63;1070;584,07;9338;;8356;982;33,82;89,48;,,,;;;;;AVANHANDAVA;;;;0;1
1103;Avanhandava;2003;;;;;;;;;;,,,;75;69893,92;7292,01;340,34;;28,16;62918,68;11162,39;9516;;;;0,02506744;640551;6902950;1842;5,2;965;667,18;9585;;8496;1089;34,92;88,64;,,,;;;;;AVANHANDAVA;;;;0;1
1104;Avanhandava;2004;2403;;0,000007;1;;;;;;,,,;87;75948,99;7742,79;340,34;3;28,82;69245,4;11012,8;9745;16033307;313287;253213;0,02320684;698640;887784;1971;4,98;1014;680,57;9809;;8638;1171;36,16;88,06;,,,;;;;;AVANHANDAVA;;;;0;1
1105;Avanhandava;2005;10350;;0,000025;1;;;;;;,,,;82;78990,47;7863,66;340,34;1;29,51;68765,75;14422,67;9961;17837298;297460;197365;0,02236221;750291;3220183;2124;4,73;1067;741,82;10045;;8783;1262;37,44;87,44;,,,;;;;;AVANHANDAVA;;;;0;1
1106;Avanhandava;2006;12326592;;0,024492;1;;3;;;;,,,;92;114310,51;11098,11;340,34;2;30,26;103616,04;20643,43;10336;19898517;362799;213418;0,02327519;951460;5535276;2251;4,58;1065;828,43;10300;;8930;1370;38,68;86,7;,,,;;;;;AVANHANDAVA;;;;0;1
1107;Avanhandava;2007;508888;;0,000905;;;1;;;;,,,;123;128487,07;12175,41;340,34;10;31,01;118931,41;23565,27;10920;20658047;437315;159224;0,02427147;1078052;7922935;2569;4,11;1146;975,44;10553;;9080;1473;40,09;86,04;,,,;;;;;AVANHANDAVA;;;;0;1
1108;Avanhandava;2008;789959;;0,001214;;;3;;;;,,,;179;126879,82;11749,22;340,34;4;31,73;118920,48;25617,29;11304;27465893;385638;214697;0,02751056;1196281;4080869;2820;3,83;1279;1018,02;10799;;9232;1567;41,4;85,49;,,,;;;;;AVANHANDAVA;;;;0;1
1109;Avanhandava;2009;2544240;;0,005464;;;6;;;;,,,;110;143479,97;12990,49;340,34;9;32,45;135655,19;25983,76;11910;26641690;439010;252237;0,0263244;1368338;2084940;3090;3,57;1357;1149,62;11045;;9387;1658;42,98;84,99;,,,;;;;;AVANHANDAVA;;;;0;1
1110;Avanhandava;2010;19449862;14640;0,03423;1;;8;0,705;554;5,8;,,,;121;148440,27;13151,44;338,64;18;33,33;140501,15;22847,39;12224;29335076;531996;491689;0,02303485;;;3464;3,26;1177;1362,49;11287;;9544;1743;44,56;84,56;163;;;;;AVANHANDAVA;;;;0;1
1111;Avanhandava;2011;40477679;25078;0,062093;1;;10;;;;,,,;114;154237,49;13566,5;338,64;10;33,57;145480,99;23267,86;12907;30302267;557028;562394;0,02326385;;;3786;3;1849;1467,78;11369;;9613;1756;46,53;84,55;;;;;;AVANHANDAVA;;;;0;1
1112;Avanhandava;2012;24483410;198039;0,037558;2;;10;;;;,,,;72;167753,51;14647,12;338,64;17;33,82;158472,59;22187,32;13371;;;;0,02589103;;;4195;2,73;1862;1837,14;11453;;9684;1769;48,51;84,55;;;;;;AVANHANDAVA;;;;0;1
1113;Avanhandava;2013;27405689;16060;0,043533;2;;4;;;;,,,;70;190167,67;16483,29;338,64;19;34,07;180165,46;26858,86;13895;;;;0,0259965;;;4604;2,51;1941;1920,75;11537;;9755;1782;50,84;84,55;;;;;;AVANHANDAVA;;;;0;1
1114;Avanhandava;2014;10701530;76885;0,018513;;;3;;;;,,,;95;182349,28;15691,36;338,64;19;34,32;171952,3;28643,26;14798;;;;0,02521184;;;4925;2,36;1810;2019,13;11621;;9826;1795;53,07;84,55;;2014;Avanhandava;0;0;AVANHANDAVA;;;;0;1
1115;Avanhandava;2015;8530562;10139;0,0165;;;2;;;;,,,;136;;;338,39;20;34,6;;;;;;;0,02630737;;;5208;2,25;1949;2051,57;11707;;9899;1808;55,51;84,56;;;;;;AVANHANDAVA;;;;0;1
1116;Avanhandava;2016;;;;;;;;;;,,,;;;;338,39;;34,83;;;;;;;;;;5466;2,16;;;11787;;9966;1821;57,35;84,55;;;;;;AVANHANDAVA;;;;0;1
1117;Avanhandava;2017;;;;;;;;;;,,,;;;;338,39;;35,07;;;;;;;;;;;;;;11867;0,72;10034;1833;59,41;84,55;;;;;;AVANHANDAVA;;;;0;1
1118;Avanhandava;2018;;;;;;;;;;,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AVANHANDAVA;;;;0;1
1119;Avanhandava;2019;;;;;;;;;;,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AVANHANDAVA;;;;0;1
1120;Avanhandava;2020;;;;;;;;;;,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AVANHANDAVA;;;;0;1
1121;Avanhandava;2021;;;;;;;;;;,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AVANHANDAVA;;;;0;1
1122;Avaré;2000;;;;;;;0,683;138;9,97;,,,;;;;1216,64;;62,72;;;;127747340;10257857;2780538;0,12567316;13652693;44719609;;;10999;497,76;76312;;72236;4076;38,42;94,66;937;;;;;AVARÉ;;;;1;0
1123;Avaré;2001;;;;16;;2;;;;,,,;1484;;;1216,64;166;63,34;;;127209;140911417;9395230;3791969;0,12526332;14847425;40052362;;;11830;538,41;77062;;72836;4226;40,16;94,52;,,,;;;;;AVARÉ;;;;1;0
1124;Avaré;2002;;;;17;1;2;;;;,,,;1589;518140,34;6666,16;1216,64;104;63,89;475604,83;72152,47;130700;139667369;12112867;4700747;0,12321886;14595781;28869789;24042;3,23;12161;564,77;77727;;73531;4196;42;94,6;,,,;;;;;AVARÉ;;;;1;0
1125;Avaré;2003;3006882;;0,011163;20;;9;;;;,,,;1827;621243,75;7926,55;1216,64;128;64,42;570076,52;104812,25;134042;122027082;10196515;3982741;0,12220433;12724399;25169605;25090;3,12;13096;657,15;78375;;74233;4142;43,91;94,72;,,,;;;;;AVARÉ;;;;1;0
1126;Avaré;2004;3043367;2355800;0,00884;11;;11;;;;,,,;1834;668658,89;8462,22;1216,64;117;64,95;612108,05;116661,31;135597;135346613;10041625;6659782;0,11920489;12756671;25555333;26442;2,99;13629;718,94;79017;;74942;4075;45,9;94,84;,,,;;;;;AVARÉ;;;;1;0
1127;Avaré;2005;5401781;137390;0,013048;14;;6;;;;,,,;1413;726209,45;9110,87;1216,64;112;65,51;665834,95;130245,55;137008;152112526;10224667;6917725;0,12133483;14028994;21651005;28296;2,82;13988;750,92;79708;;75657;4051;48;94,92;,,,;;;;;AVARÉ;;;;1;0
1128;Avaré;2006;9491143;998761;0,018858;17;;6;;;;,,,;1493;823287,41;10242,31;1216,64;119;66,07;754446,86;134140,74;140153;162704993;10903946;8991250;0,12572853;16980673;13442620;30647;2,62;14049;830,09;80381;;76379;4002;50,2;95,02;,,,;;;;;AVARÉ;;;;1;0
1129;Avaré;2007;18233693;2199105;0,032438;8;;4;;;;,,,;1540;864868,62;10678,45;1216,64;108;66,57;793542,19;153651,83;149407;169595557;11247304;9273988;0,12036539;19341827;16240641;33404;2,42;16474;854,73;80992;;77108;3884;52,51;95,2;,,,;;;;;AVARÉ;;;;1;0
1130;Avaré;2008;6046416;1967071;0,009292;5;;5;;;;,,,;1109;939077;11507,03;1216,64;126;67,08;855232,16;162551,23;158692;188774629;11105122;9356484;0,11922973;20309259;15780106;36344;2,25;17573;936,47;81609;;77844;3765;54,91;95,39;,,,;;;;;AVARÉ;;;;1;0
1131;Avaré;2009;4929201;1405891;0,010585;6;1;8;;;;,,,;1618;1137053,17;13826,54;1216,64;133;67,59;1034207,54;166812,66;162644;196000539;11809383;9335264;0,11962762;23431541;26223654;39585;2,08;18744;1011,16;82237;;78587;3650;57,45;95,56;,,,;;;;;AVARÉ;;;;1;0
1132;Avaré;2010;5534759;4386640;0,009741;4;;23;0,767;127;14,15;,,,;1294;1237711,8;14934,14;1213,06;110;68,32;1123858,26;166446,09;164790;215997292;11248587;10639701;0,11998881;;;43584;1,9;19987;1238,23;82878;;79337;3541;60,1;95,73;26;;;;;AVARÉ;;;;1;0
1133;Avaré;2011;22404912;2889021;0,034369;10;;28;;;;,,,;868;1463351,37;17551,86;1213,06;90;68,73;1324162,25;223012,65;170624;223542158;15230815;14630114;0,12832341;;;46892;1,78;20413;1344,23;83373;;79888;3485;62,67;95,82;;;;;;AVARÉ;;;;1;0
1134;Avaré;2012;29831804;2449440;0,045762;9;;42;;;;,,,;802;1710675,91;20396,51;1213,06;87;69,14;1552519,92;296673,15;176202;;;;0,13503279;;;50089;1,67;20920;1427,94;83871;;80440;3431;65,33;95,91;;;;;;AVARÉ;;;;1;0
1135;Avaré;2013;31653395;3372683;0,050281;4;;36;;;;,,,;797;1955722,28;23179,75;1213,06;68;69,55;1779995,48;308971,06;185286;;;;0,13495786;;;52937;1,59;21392;1539,35;84372;;80993;3379;68,1;96;;;;;;AVARÉ;2013;AVARÉ;2137983,38;1;0
1136;Avaré;2014;36685289;4144170;0,063464;4;;34;;;;,,,;624;2135621,4;25161,66;1213,06;63;69,97;1949174,12;338901,54;191234;;;;0,13720742;;;55264;1,54;21386;1709,84;84876;;81549;3327;70,99;96,08;;;;;;AVARÉ;2014;AVARÉ;211234,35;1;0
1137;Avaré;2015;28979302;1903792;0,056053;4;;50;;;;,,,;620;;;1213,06;47;70,39;;;;;;;0,14182166;;;57248;1,49;22237;1804,85;85384;;82107;3277;74,01;96,16;;;;;;AVARÉ;;;;1;0
1138;Avaré;2016;;;;;;;;;;,,,;;;;1213,06;;70,74;;;;;;;;;;59222;1,45;;;85810;;82585;3225;76,77;96,24;;;;;;AVARÉ;;;;1;0
1139;Avaré;2017;;;;;;;;;;,,,;;;;1213,06;;71,09;;;;;;;;;;;;;;86238;0,57;83064;3174;79,6;96,32;;;;;;AVARÉ;;;;1;0
1140;Avaré;2018;;;;;;;;;;,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AVARÉ;;;;1;0
1141;Avaré;2019;;;;;;;;;;,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AVARÉ;;;;1;0
1142;Avaré;2020;;;;;;;;;;,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AVARÉ;;;;1;0
1143;Avaré;2021;;;;;;;;;;,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AVARÉ;;;;1;0
1144;Bady Bassitt;2000;;;;;;;0,688;114;4,77;,,,;;;;109,59;;104,71;;;;17826069;1036234;346504;0,01336664;1040863;1184431;;;1368;558,03;11475;;10207;1268;36,86;88,95;563;;;;;BADY BASSITT;;;;1;0
1145;Bady Bassitt;2001;;;;;;;;;;,,,;123;;;109,59;12;107,82;;;15259;20810730;1077378;307639;0,01335759;1395915;1727097;;;1420;562,66;11816;;10475;1341;38,54;88,65;,,,;;;;;BADY BASSITT;;;;1;0
1146;Bady Bassitt;2002;;;;1;;1;;;;,,,;90;58558,13;4828,34;109,59;10;110,67;53244,72;7973,06;15134;21414694;1167637;295831;0,0151551;1501992;2265240;3182;3,81;1580;568,04;12128;;10786;1342;40,31;88,93;,,,;;;;;BADY BASSITT;;;;1;0
1147;Bady Bassitt;2003;;;;;1;;;;;,,,;110;68412,29;5501,59;109,59;8;113,47;61740,75;8938,62;16676;18724186;1142354;245383;0,01537455;1380952;2611694;3447;3,61;1524;629,91;12435;;11106;1329;42,27;89,31;,,,;;;;;BADY BASSITT;;;;1;0
1148;Bady Bassitt;2004;;214544;;1;;1;;;;,,,;130;84643,82;6639,25;109,59;9;116,33;76185,66;16655,82;17414;19607208;1098639;270836;0,01810551;1493454;3477863;3829;3,33;1668;656,97;12749;;11436;1313;44,2;89,7;,,,;;;;;BADY BASSITT;;;;1;0
1149;Bady Bassitt;2005;;173576;;;;3;;;;,,,;146;127151,71;9738,2;109,59;10;119,14;113711,31;34980,54;19292;23174386;1232845;395001;0,01881919;1815021;3178065;4286;3,05;1891;752,94;13057;;11776;1281;46,29;90,19;,,,;;;;;BADY BASSITT;;;;1;0
1150;Bady Bassitt;2006;;1188580;;;;2;;;;,,,;158;143075,83;10714,88;109,59;13;121,85;129347,33;42639,65;20658;26544621;1224400;478620;0,01750961;2273907;2494786;4813;2,77;1978;783,71;13353;;12126;1227;48,46;90,81;,,,;;;;;BADY BASSITT;;;;1;0
1151;Bady Bassitt;2007;;131836;;;;;;;;,,,;87;143892,01;10541,54;109,59;9;124,56;130832,32;39661,91;22254;30445171;1123865;676486;0,01999911;2777777;2627430;5409;2,52;2195;847,55;13650;;12486;1164;50,75;91,47;,,,;;;;;BADY BASSITT;;;;1;0
1152;Bady Bassitt;2008;;188365;;1;;;;;;,,,;75;151907,83;10892,57;109,59;8;127,26;136657,2;37979,05;24099;34097028;1112911;1012888;0,0212091;3167678;2426709;6097;2,29;2458;997,77;13946;;12857;1089;53,03;92,19;,,,;;;;;BADY BASSITT;;;;1;0
1153;Bady Bassitt;2009;;1446219;;1;;3;;;;,,,;96;171074,51;12009,44;109,59;6;129,98;153568,43;39595,77;24841;35714046;1204066;1610585;0,02024008;3848403;4623999;6656;2,14;2625;1103,69;14245;;13239;1006;55,76;92,94;,,,;;;;;BADY BASSITT;;;;1;0
1154;Bady Bassitt;2010;;1878662;;1;;3;0,746;260;9,93;,,,;94;228059,94;15648,41;110,36;8;132,06;205008,16;75279,1;28103;43259963;1675200;2056541;0,01827105;;;7455;1,95;3305;1266,02;14574;;13632;942;58,36;93,54;216;;;;;BADY BASSITT;;;;1;0
1155;Bady Bassitt;2011;;226401;;3;;3;;;;,,,;114;236448,08;16003,25;110,36;9;133,88;213024,27;71408,01;28538;44543980;1697556;2224189;0,0175219;;;8248;1,79;3299;1586,79;14775;;13833;942;61,45;93,62;;;;;;BADY BASSITT;2011;BADY BASSITT;1511958,6;1;0
