;mun;year;exp_value;imp_value;exp_share;homicid;latroc;estupro;idh;idh_rank;educ_pgraduate;life_exp;furtos;gdp;gdp_per;area;roubos;dem_dens;value_add;ind_value_ad;eletric;mun_revenue;iptu;iss;icms;ipva;icms.1;veic;veic_per;jobs;jobs_mrev;pop;pop_cresc;pop_urb;pop_rur;olding;urbing;migration;pri_year;pri_mun;pri_reais;pri_dolar;mun2;pub_year;pub_mun;pub_value;checkpub;checkpri
11711;Santa Salete;2007;;;;;;;;;;,,,;5;12380,94;8603,85;79,17;;18,18;12110,39;533,53;2085;9324541;37667;44835;0,00638539;183116;5210;568;2,53;207;756,17;1439;;722;717;109,05;50,17;,,,;;;;;SANTA SALETE;;;;1;0
11712;Santa Salete;2008;;;;;;;;;;,,,;5;14061,52;9758,17;79,17;;18,2;13756,45;549,88;1914;12381671;32647;68912;0,0061486;198504;9984;607;2,37;216;862,61;1441;;753;688;114,89;52,26;,,,;;;;;SANTA SALETE;;;;1;0
11713;Santa Salete;2009;;;;;;;;;;,,,;3;14925,95;10329,37;79,17;;18,25;14742,08;610,12;2023;11388065;36423;65260;0,00614687;240635;2970;659;2,19;212;980,33;1445;;785;660;121,05;54,33;,,,;;;;;SANTA SALETE;;;;1;0
11714;Santa Salete;2010;;;;;;;0,772;103;6,99;,,,;3;17303,18;11966,24;79,39;1;18,21;16966,25;914,12;2328;12209585;36396;32322;0,00610176;;;701;2,06;212;1025,62;1446;;818;628;122,22;56,57;5;;;;;SANTA SALETE;;;;1;0
11715;Santa Salete;2011;;;;;;1;;;;,,,;4;17712,67;12249,43;79,39;1;18,21;16972,02;938,71;2582;11288598;38750;503425;0,00600347;;;755;1,92;224;1243,23;1446;;843;603;129,78;58,3;;;;;;SANTA SALETE;;;;1;0
11716;Santa Salete;2012;;;;;;;;;;,,,;10;17652,08;12207,52;79,39;;18,21;16468,6;921,39;2735;;;;0,00593956;;;817;1,77;214;1358,4;1446;;866;580;137,61;59,89;;;;;;SANTA SALETE;;;;1;0
11717;Santa Salete;2013;;;;;;;;;;,,,;9;18876,53;13045,29;79,39;;18,23;18359,87;1026,49;2916;;;;0,00609338;;;876;1,65;229;1484,88;1447;;890;557;146,67;61,51;;;;;;SANTA SALETE;2013;SANTA SALETE;408000;1;0
11718;Santa Salete;2014;;;;;;;;;;,,,;12;21507,79;14863,71;79,39;;18,23;21073,53;1354,53;3745;;;;0,00626387;;;936;1,55;227;1605,76;1447;;913;534;156,16;63,1;;;;;;SANTA SALETE;;;;1;0
11719;Santa Salete;2015;;;;;;;;;;,,,;9;;;79,33;;18,24;;;;;;;0,00614671;;;1009;1,43;224;1864,66;1447;;935;512;164,32;64,62;;;;;;SANTA SALETE;;;;1;0
11720;Santa Salete;2016;;;;;;;;;;,,,;;;;79,33;;18,23;;;;;;;;;;1056;1,37;;;1446;;956;490;168,02;66,11;;;;;;SANTA SALETE;;;;1;0
11721;Santa Salete;2017;;;;;;;;;;,,,;;;;79,33;;18,2;;;;;;;;;;;;;;1444;0,02;975;469;171,94;67,52;;;;;;SANTA SALETE;;;;1;0
11722;Santa Salete;2018;;;;;;;;;;,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SANTA SALETE;;;;1;0
11723;Santa Salete;2019;;;;;;;;;;,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SANTA SALETE;;;;1;0
11724;Santa Salete;2020;;;;;;;;;;,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SANTA SALETE;;;;1;0
11725;Santa Salete;2021;;;;;;;;;;,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SANTA SALETE;;;;1;0
11726;Santana da Ponte Pensa;2000;;;;;;;0,683;138;1,74;,,,;;;;129,91;;14,61;;;;9425187;37368;8187;0,00773501;134529;38793;;;200;450,93;1898;;1108;790;70,15;58,38;64;;;;;SANTANA DA PONTE PENSA;;;;0;0
11727;Santana da Ponte Pensa;2001;;;;1;;1;;;;,,,;4;;;129,91;;14,46;;;1623;7674955;40791;17000;0,00777501;150813;37833;;;207;467,04;1878;;1105;773;75,59;58,84;,,,;;;;;SANTANA DA PONTE PENSA;;;;0;0
11728;Santana da Ponte Pensa;2002;;;;;;;;;;,,,;6;11943,5;6448,97;129,91;;14,26;11681,12;701,11;1628;8645312;39001;14649;0,00735828;170667;37760;442;4,19;185;551,23;1852;;1104;748;81,42;59,61;,,,;;;;;SANTANA DA PONTE PENSA;;;;0;0
11729;Santana da Ponte Pensa;2003;;;;;;;;;;,,,;10;13843,09;7601,92;129,91;;14,02;13552,05;764,77;1715;6834560;39261;7234;0,00742906;138835;21320;471;3,87;189;604,57;1821;;1103;718;87,39;60,57;,,,;;;;;SANTANA DA PONTE PENSA;;;;0;0
11730;Santana da Ponte Pensa;2004;;;;;;;;;;,,,;11;13300,21;7409,59;129,91;;13,82;13028,7;770,07;1813;6900506;40668;31860;0,00747182;150424;18711;516;3,48;190;687,9;1795;;1102;693;96,06;61,39;,,,;;;;;SANTANA DA PONTE PENSA;;;;0;0
11731;Santana da Ponte Pensa;2005;;;;;;;;;;,,,;7;13971,54;7897,98;129,91;;13,62;13709,88;1031,75;1877;7630096;40154;67454;0,00748608;169081;18218;522;3,39;195;746,15;1769;;1101;668;104,81;62,24;,,,;;;;;SANTANA DA PONTE PENSA;;;;0;0
11732;Santana da Ponte Pensa;2006;;;;;;;;;;,,,;5;15071,14;8656,6;129,91;1;13,4;14691,12;1342,73;1879;8555847;44428;53258;0,00763072;169290;19084;558;3,12;238;777,68;1741;;1100;641;112,16;63,18;,,,;;;;;SANTANA DA PONTE PENSA;;;;0;0
11733;Santana da Ponte Pensa;2007;;;;;;;;;;,,,;6;16894,67;9862,62;129,91;;13,19;16394,57;1723,97;1927;9937649;41949;100971;0,00722453;218282;32870;567;3,02;209;918,69;1713;;1099;614;118,28;64,16;,,,;;;;;SANTANA DA PONTE PENSA;;;;0;0
11734;Santana da Ponte Pensa;2008;;;;;;;;;;,,,;6;18746,52;11112,34;129,91;;12,99;18217,35;1604,56;1966;10777007;39314;133251;0,00696347;206440;34332;616;2,74;218;997,3;1687;;1098;589;132,09;65,09;,,,;;;;;SANTANA DA PONTE PENSA;;;;0;0
11735;Santana da Ponte Pensa;2009;;;;;;;;;;,,,;7;22511,54;13536,7;129,91;;12,8;22068,78;1785,36;1968;11620376;39927;215358;0,0068094;261948;11455;691;2,41;230;1154,22;1663;;1097;566;147,77;65,97;,,,;;;;;SANTANA DA PONTE PENSA;;;;0;0
11736;Santana da Ponte Pensa;2010;;;;;;;0,773;96;6,95;,,,;12;19704,94;11993,27;130,26;;12,61;19264,79;1100,91;2067;10523907;39707;166864;0,00690477;;;740;2,22;235;1242,41;1643;;1098;545;152,26;66,83;24;;;;;SANTANA DA PONTE PENSA;;;;0;0
11737;Santana da Ponte Pensa;2011;;;;;;;;;;,,,;7;20709,19;12728,45;130,26;;12,49;19973,06;1517,77;2195;11231472;39586;506102;0,00689124;;;796;2,04;245;1366,79;1627;;1100;527;160,94;67,61;;;;;;SANTANA DA PONTE PENSA;;;;0;0
11738;Santana da Ponte Pensa;2012;;;;;;;;;;,,,;12;21844,87;13551,41;130,26;;12,38;20929,76;1279,31;2424;;;;0,0068084;;;855;1,89;255;1536,87;1612;;1102;510;172,65;68,36;;;;;;SANTANA DA PONTE PENSA;;;;0;0
11739;Santana da Ponte Pensa;2013;;;;;;;;;;,,,;13;23545,82;14753,02;130,26;;12,25;23197,22;1423,16;2546;;;;0,00693702;;;914;1,75;277;1657,07;1596;;1103;493;182,79;69,11;;;;;;SANTANA DA PONTE PENSA;;;;0;0
11740;Santana da Ponte Pensa;2014;;;;;;2;;;;,,,;4;25867,73;16361,62;130,26;;12,14;25497,89;1773,31;2759;;;;0,00694951;;;945;1,67;247;1747,62;1581;;1105;476;194,69;69,89;;;;;;SANTANA DA PONTE PENSA;;;;0;0
11741;Santana da Ponte Pensa;2015;;;;;;1;;;;,,,;4;;;129,89;2;12,06;;;;;;;0,00682975;;;966;1,62;229;1808,06;1566;;1106;460;206;70,63;;;;;;SANTANA DA PONTE PENSA;;;;0;0
11742;Santana da Ponte Pensa;2016;;;;;;;;;;,,,;;;;129,89;;11,97;;;;;;;;;;982;1,58;;;1555;;1109;446;212,82;71,32;;;;;;SANTANA DA PONTE PENSA;;;;0;0
11743;Santana da Ponte Pensa;2017;;;;;;;;;;,,,;;;;129,89;;11,88;;;;;;;;;;;;;;1543;0,89;1111;432;225,26;72;;;;;;SANTANA DA PONTE PENSA;;;;0;0
11744;Santana da Ponte Pensa;2018;;;;;;;;;;,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SANTANA DA PONTE PENSA;;;;0;0
11745;Santana da Ponte Pensa;2019;;;;;;;;;;,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SANTANA DA PONTE PENSA;;;;0;0
11746;Santana da Ponte Pensa;2020;;;;;;;;;;,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SANTANA DA PONTE PENSA;;;;0;0
11747;Santana da Ponte Pensa;2021;;;;;;;;;;,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SANTANA DA PONTE PENSA;;;;0;0
11748;Santana de Parnaíba;2000;;;;;;;0,713;45;17,05;,,,;;;;183,82;;404,44;;;;229866808;49933483;30363367;0,13874281;21701795;125082281;;;29295;757,96;74343;;74343;;14,81;100;3288;;;;;SANTANA DE PARNAÍBA;;;;1;0
11749;Santana de Parnaíba;2001;;;;28;1;9;;;;,,,;599;;;183,82;267;422,71;;;174056;259297366;50375190;40139996;0,16220256;26727650;136659193;;;36531;768,31;77702;;77702;;15,94;100;,,,;;;;;SANTANA DE PARNAÍBA;;;;1;0
11750;Santana de Parnaíba;2002;;;;37;;8;;;;,,,;614;1748584,86;21581,87;183,82;267;440,76;1490762,07;349583,23;185072;294431768;55413709;48888415;0,17571335;29916858;85573764;22605;3,58;44926;819,93;81021;;81021;;17,16;100;,,,;;;;;SANTANA DE PARNAÍBA;;;;1;0
11751;Santana de Parnaíba;2003;6873640;;0,025517;39;;8;;;;,,,;859;2188168,59;25943,07;183,82;236;458,85;1864360,93;395988,27;202375;310329141;61168392;80056623;0,18564341;29456293;91143854;25046;3,37;53244;856,65;84345;;84345;;18,46;100;,,,;;;;;SANTANA DE PARNAÍBA;;;;1;0
11752;Santana de Parnaíba;2004;15067231;38395361;0,043766;32;;10;;;;,,,;708;2762442,38;31489,44;183,82;183;477,24;2426580,57;534823,23;216609;362484722;64198796;106857765;0,18512888;32839922;108867123;27728;3,16;55852;923,99;87726;;87726;;19,88;100;,,,;;;;;SANTANA DE PARNAÍBA;;;;1;0
11753;Santana de Parnaíba;2005;11349151;54756943;0,027415;38;;15;;;;,,,;647;3109323,66;34109,54;183,82;158;495,9;2748116,5;514129,83;231711;396640655;72839383;119587842;0,18892138;39014336;116957964;31103;2,93;56948;1016,23;91157;;91157;;21,41;100;,,,;;;;;SANTANA DE PARNAÍBA;;;;1;0
11754;Santana de Parnaíba;2006;13252158;54256976;0,026331;32;;10;;;;,,,;668;3443041,78;36413,88;183,82;164;514,38;2991200,68;543999,37;251194;;;;0,20617712;49699568;156521756;34508;2,74;59131;1132,87;94553;;94553;;23,05;100;,,,;;;;;SANTANA DE PARNAÍBA;;;;1;0
11755;Santana de Parnaíba;2007;66908929;71841108;0,119031;18;;6;;;;,,,;655;4181294,67;42693,72;183,82;154;532,79;3708075,32;722407,89;277840;483179671;75773306;117947589;0,21674227;58291383;386070483;38145;2,57;59222;1249,16;97937;;97937;;24,82;100;,,,;;;;;SANTANA DE PARNAÍBA;;;;1;0
11756;Santana de Parnaíba;2008;258664419;137379992;0,397518;9;;20;;;;,,,;682;4320662,35;42625,22;183,82;159;551,43;3797678,76;763146,89;293866;506513999;77584037;114365087;0,23917421;60701774;438487962;42113;2,41;56176;1352,6;101364;;101364;;26,72;100;,,,;;;;;SANTANA DE PARNAÍBA;;;;1;0
11757;Santana de Parnaíba;2009;72199750;152962352;0,155047;9;;21;;;;,,,;691;4455111,51;42486,28;183,82;217;570,45;3954686,27;831199,54;299801;538617407;85258514;106382531;0,31081427;67976327;518729526;46680;2,25;56118;1573,41;104860;;104860;;28,77;100;,,,;;;;;SANTANA DE PARNAÍBA;;;;1;0
11758;Santana de Parnaíba;2010;43277507;156193885;0,076166;14;;33;0,814;9;23,54;,,,;611;4603218,73;42436,15;179,93;214;602,87;3935801,62;1035367,84;335566;620953147;89420542;124579313;0,36811042;;;51843;2,09;61111;1664,76;108474;;108474;;31;100;2252;;;;;SANTANA DE PARNAÍBA;2010;SANTANA DE PARNAÍBA;2913603,21;1;0
11759;Santana de Parnaíba;2011;52247498;182147073;0,080148;8;;34;;;;,,,;565;5734691,62;51467,29;179,93;195;619,26;4968357,7;1094952,32;368223;663254230;87429593;131318796;0,38857055;;;57773;1,93;64624;1867,17;111424;;111424;;33,3;100;;;;;;SANTANA DE PARNAÍBA;;;;1;0
11760;Santana de Parnaíba;2012;55529169;181722591;0,085182;12;1;41;;;;,,,;568;6211289,07;54268,39;179,93;206;636,11;5384587,58;1182330,86;435039;;;;0,42950494;;;63521;1,8;63389;2093,96;114455;;114455;;35,78;100;;;;;;SANTANA DE PARNAÍBA;;;;1;0
11761;Santana de Parnaíba;2013;66440099;260144323;0,105538;11;;47;;;;,,,;745;7017109,37;59685,54;179,93;241;653,41;6019513,88;1287059,4;456234;;;;0,46852808;;;69045;1,7;63476;2360,59;117568;;117568;;38,45;100;;;;;;SANTANA DE PARNAÍBA;2013;SANTANA DE PARNAÍBA;3100000;1;0
11762;Santana de Parnaíba;2014;56036965;275234674;0,096941;7;;25;;;;,,,;462;8065196,68;66784,22;179,93;194;671,18;6919674,5;1489592,8;481226;;;;0,5288781;;;72499;1,67;66771;2535,62;120765;;120765;;41,33;100;;;;;;SANTANA DE PARNAÍBA;2014;SANTANA DE PARNAÍBA;3404037,61;1;0
11763;Santana de Parnaíba;2015;40500147;232829520;0,078338;10;;14;;;;,,,;440;;;179,95;149;689,36;;;;;;;0,59807792;;;75411;1,64;61307;2714,12;124050;;124050;;44,43;100;;;;;;SANTANA DE PARNAÍBA;;;;1;0
11764;Santana de Parnaíba;2016;;;;;;;;;;,,,;;;;179,95;;704,35;;;;;;;;;;77300;1,64;;;126747;;126747;;47,06;100;;;;;;SANTANA DE PARNAÍBA;;;;1;0
11765;Santana de Parnaíba;2017;;;;;;;;;;,,,;;;;179,95;;719,66;;;;;;;;;;;;;;129502;2,56;129502;;49,85;100;;;;;;SANTANA DE PARNAÍBA;;;;1;0
11766;Santana de Parnaíba;2018;;;;;;;;;;,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SANTANA DE PARNAÍBA;;;;1;0
11767;Santana de Parnaíba;2019;;;;;;;;;;,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SANTANA DE PARNAÍBA;;;;1;0
11768;Santana de Parnaíba;2020;;;;;;;;;;,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SANTANA DE PARNAÍBA;;;;1;0
11769;Santana de Parnaíba;2021;;;;;;;;;;,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SANTANA DE PARNAÍBA;;;;1;0
11770;Santo Anastácio;2000;;;;;;;0,684;136;7,25;,,,;;;;552,55;;37,54;;;;30028124;1216527;608517;0,03261634;2661914;1446763;;;1746;514,07;20741;;19037;1704;50,1;91,78;148;;;;;SANTO ANASTÁCIO;;;;1;0
11771;Santo Anastácio;2001;;;;1;;4;;;;,,,;196;;;552,55;4;37,59;;;20609;30768602;1242001;684488;0,03263979;2698609;1545404;;;1942;537,52;20771;;19030;1741;52,56;91,62;,,,;;;;;SANTO ANASTÁCIO;;;;1;0
11772;Santo Anastácio;2002;;;;2;;3;;;;,,,;243;102121,51;4920,81;552,55;8;37,56;95047,27;9248,18;20852;;;;0,0316144;2709105;1775604;5485;3,78;2060;578,14;20753;;19036;1717;55,16;91,73;,,,;;;;;SANTO ANASTÁCIO;;;;1;0
11773;Santo Anastácio;2003;753138;;0,002796;2;;3;;;;,,,;196;122866,31;5925,55;552,55;7;37,53;112892,45;9470,19;22280;;;;0,03015133;2461536;1782537;5811;3,57;2034;683,78;20735;;19042;1693;57,86;91,84;,,,;;;;;SANTO ANASTÁCIO;;;;1;0
11774;Santo Anastácio;2004;722789;;0,002099;4;;1;;;;,,,;149;131061,44;6324,14;552,55;8;37,51;120293,67;11114,75;25947;;;;0,02981699;2616215;1852627;6233;3,32;2277;691,84;20724;;19048;1676;60,69;91,91;,,,;;;;;SANTO ANASTÁCIO;;;;1;0
11775;Santo Anastácio;2005;;;;1;;4;;;;,,,;176;147317,89;7115,09;552,55;10;37,47;135273,76;13739,95;30505;28811913;1322978;621813;0,03139166;2928332;2698178;6575;3,15;2722;753,61;20705;;19054;1651;63,8;92,03;,,,;;;;;SANTO ANASTÁCIO;;;;1;0
11776;Santo Anastácio;2006;;;;2;;;;;;,,,;142;169204,33;8182,82;552,55;12;37,42;155077,11;17495,63;31475;32022787;1811560;908394;0,03263817;3295668;4778309;7144;2,89;3733;849,99;20678;;19060;1618;66,93;92,18;,,,;;;;;SANTO ANASTÁCIO;;;;1;0
11777;Santo Anastácio;2007;114871;;0,000204;2;;;;;;,,,;91;178110,57;8630,64;552,55;11;37,35;165033,71;24434,88;33899;32501421;2099595;1019635;0,03315823;3843071;7059494;7798;2,65;3819;912,14;20637;;19066;1571;70,16;92,39;,,,;;;;;SANTO ANASTÁCIO;;;;1;0
11778;Santo Anastácio;2008;68024;;0,000105;1;;2;;;;,,,;122;199966,88;9711,37;552,55;3;37,27;183098,42;29571,66;36666;39084728;1948214;1936495;0,03365136;3923617;13921725;8373;2,46;3897;1085,91;20591;;19072;1519;73,67;92,62;,,,;;;;;SANTO ANASTÁCIO;;;;1;0
11779;Santo Anastácio;2009;90960;;0,000195;1;;;;;;,,,;151;232909,81;11348,72;552,55;10;37,14;217814,17;29799,49;37537;42507282;1993990;1655568;0,03564153;4327638;10238405;8996;2,28;4047;1160,29;20523;;19078;1445;77,36;92,96;,,,;;;;;SANTO ANASTÁCIO;;;;1;0
11780;Santo Anastácio;2010;1160387;;0,002042;1;;8;0,753;207;8,2;,,,;137;227003,7;11085,79;552,54;3;37,06;210398,54;27049,91;38123;44257186;2011329;2437703;0,03797315;;;9559;2,14;3867;1178,39;20477;;19082;1395;81,15;93,19;142;;;;;SANTO ANASTÁCIO;;;;1;0
11781;Santo Anastácio;2011;6557282;;0,010059;1;;4;;;;,,,;114;250168,26;12243,34;552,54;2;36,98;230040,59;33102,47;39885;45867426;2078547;2244609;0,03775879;;;10206;2;3586;1382,65;20433;;19066;1367;84,57;93,31;;;;;;SANTO ANASTÁCIO;;;;1;0
11782;Santo Anastácio;2012;4279973;;0,006565;4;;3;;;;,,,;128;282804,51;13870,45;552,54;1;36,9;258810,8;40638,83;40994;;;;0,03850415;;;10917;1,87;3271;1475,48;20389;;19049;1340;88,12;93,43;;;;;;SANTO ANASTÁCIO;;;;1;0
11783;Santo Anastácio;2013;3185741;;0,00506;1;1;4;;;;,,,;106;302108,2;14849,99;552,54;11;36,82;281128,32;33859,05;35084;;;;0,04003395;;;11542;1,76;3149;1688,36;20344;;19031;1313;91,78;93,55;;;;;;SANTO ANASTÁCIO;2013;SANTO ANASTÁCIO;481980;1;0
11784;Santo Anastácio;2014;6022849;198041;0,010419;1;;4;;;;,,,;134;332546,38;16380,79;552,54;4;36,74;310079,58;35031,99;31276;;;;0,03809638;;;12053;1,68;3229;1737,98;20301;;19014;1287;95,5;93,66;;;;;;SANTO ANASTÁCIO;;;;1;0
11785;Santo Anastácio;2015;3542468;152638;0,006852;;;5;;;;,,,;114;;;552,88;8;36,64;;;;;;;0,03567355;;;12551;1,61;3407;1921,31;20257;;18995;1262;99,44;93,77;;;;;;SANTO ANASTÁCIO;;;;1;0
11786;Santo Anastácio;2016;;;;;;;;;;,,,;;;;552,88;;36,59;;;;;;;;;;12969;1,56;;;20231;;18992;1239;102,24;93,88;;;;;;SANTO ANASTÁCIO;;;;1;0
11787;Santo Anastácio;2017;;;;;;;;;;,,,;;;;552,88;;36,55;;;;;;;;;;;;;;20205;0,19;18989;1216;105,1;93,98;;;;;;SANTO ANASTÁCIO;;;;1;0
11788;Santo Anastácio;2018;;;;;;;;;;,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SANTO ANASTÁCIO;;;;1;0
11789;Santo Anastácio;2019;;;;;;;;;;,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SANTO ANASTÁCIO;;;;1;0
11790;Santo Anastácio;2020;;;;;;;;;;,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SANTO ANASTÁCIO;;;;1;0
11791;Santo Anastácio;2021;;;;;;;;;;,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SANTO ANASTÁCIO;;;;1;0
11792;Santo André;2000;;;;;;;0,738;15;11,25;,,,;;;;174,84;;3711,97;;;;;;;160.261.181;192027061;1669690441;;;115552;916,47;649000;;649000;;44,16;100;3376;;;;;SANTO ANDRÉ;;;;1;0
11793;Santo André;2001;;;;213;15;45;;;;,,,;10540;;;174,84;14111;3734,5;;;2367848;1159400735;107588943;149272034;161.614.295;204934722;1878061156;;;118859;961,88;652940;;652940;;46,3;100;,,,;;;;;SANTO ANDRÉ;;;;1;0
11794;Santo André;2002;;;;195;12;61;;;;,,,;11098;8514413,71;12978,26;174,84;13647;3752,3;6730192,78;2303332,16;2529448;1494476015;145480575;136631609;155.509.419;203704482;1865765391;274723;2,39;121170;1038,16;656052;;656052;;48,55;100;,,,;;;;;SANTO ANDRÉ;;;;1;0
11795;Santo André;2003;507999544;;1.885.875;189;11;68;;;;,,,;12272;10073072,7;15288,08;174,84;12596;3768,5;7975447,51;2916634,16;2295569;1486947706;181570927;141397669;147.556.122;172074114;1868173721;284393;2,32;127255;1138,31;658884;;658884;;50,92;100;,,,;;;;;SANTO ANDRÉ;;;;1;0
11796;Santo André;2004;484488375;464810851;1.407.287;114;3;58;;;;,,,;11091;11371202,39;17187,71;174,84;10440;3783,97;8913045,24;3202856,96;2095420;1071886275;202417463;143308994;145.717.872;174723161;1847159693;294636;2,25;136310;1211,79;661589;;661589;;53,4;100;,,,;;;;;SANTO ANDRÉ;;;;1;0
11797;Santo André;2005;540570671;478881232;1.305.782;103;6;52;;;;,,,;12108;11935590,77;17966,6;174,84;11573;3799,59;9580227,59;3374755,18;2794998;1324437372;218590092;159739694;14.835.673;191537725;1526603013;307804;2,16;142001;1262,09;664321;;664321;;56,01;100;,,,;;;;;SANTO ANDRÉ;;;;1;0
11798;Santo André;2006;698533752;485061613;138.795;87;8;46;;;;,,,;11474;12683297;19012,47;174,84;10818;3815,51;10477260,52;3402365,15;2945146;1783516275;230581416;173478848;15.366.897;221950342;1221956400;324435;2,06;155820;1361,6;667104;;667104;;58,76;100;,,,;;;;;SANTO ANDRÉ;;;;1;0
11799;Santo André;2007;769311757;604945212;1.368.602;69;5;26;;;;,,,;11097;14030546,24;20956,63;174,84;9212;3829,24;11704230,61;3933362,89;3015681;2038079230;226927965;191320778;145.540.144;251737303;1201423369;344613;1,94;166806;1443,37;669504;;669504;;61,65;100;,,,;;;;;SANTO ANDRÉ;2007;SANTO ANDRÉ;264591658,4;1;0
11800;Santo André;2008;772584847;797788900;1.187.317;110;5;34;;;;,,,;10525;14849265,34;22111,34;174,84;9110;3841,04;12303588,14;3825719,64;2953115;2162506092;239843117;223535748;130.352.251;254532944;965899947;367401;1,83;174341;1626,4;671568;;671568;;64,68;100;,,,;;;;;SANTO ANDRÉ;2008;SANTO ANDRÉ;8587935,4;1;0
11801;Santo André;2009;635073764;453626426;1.363.804;86;7;61;;;;,,,;10475;15814911,86;23476,87;174,84;10115;3852,88;13305432,19;3721794,08;2774110;2006147760;240859147;209788774;128.663.331;286029415;795974011;390198;1,73;177854;1676,47;673638;;673638;;67,87;100;,,,;;;;;SANTO ANDRÉ;2009;SANTO ANDRÉ;27951872,05;1;0
11802;Santo André;2010;669533079;673032787;1.178.334;78;3;99;0,815;7;20,14;,,,;10288;19164510,29;28342,45;175,78;8768;3846,72;16005333,48;4443764,86;2974845;2193344733;227664497;247151995;127.788.011;;;417385;1,62;193991;1784,25;676177;;676177;;71,24;100;2108;;;;;SANTO ANDRÉ;2010;SANTO ANDRÉ;73017383,03;1;0
11803;Santo André;2011;940176283;1023213016;1.442.239;66;6;95;;;;,,,;11644;21740848,94;32063,69;175,78;9798;3857,39;18186231,09;5014166,92;3031726;2274669560;218885592;292262087;122.164.033;;;442533;1,53;192271;1933,7;678052;;678052;;74,15;100;;;;;;SANTO ANDRÉ;;;;1;0
11804;Santo André;2012;880876255;1288881505;1.351.266;65;5;112;;;;,,,;11709;23842987,59;35066,67;175,78;8503;3868,09;19756677,08;4840813,97;2984066;;;;123.005.677;;;467575;1,45;205351;2040,23;679933;;679933;;77,15;100;;;;;;SANTO ANDRÉ;2012;SANTO ANDRÉ;8005749,36;1;0
11805;Santo André;2013;818824799;1396175281;130.068;59;9;107;;;;,,,;11741;26721758,85;39191,87;175,78;9664;3878,82;22284917,6;5468931,29;3040254;;;;121.848.166;;;485765;1,4;215122;2243,06;681819;;681819;;80,24;100;;;;;;SANTO ANDRÉ;2013;SANTO ANDRÉ;50488958,19;1;0
11806;Santo André;2014;632528809;1059405244;1.094.243;69;10;82;;;;,,,;11671;28119591,06;41128,01;175,78;12516;3889,57;23914978,37;5377274,38;3037622;;;;115.703.703;;;493654;1,38;215750;2419,08;683709;;683709;;83,44;100;;;;;;SANTO ANDRÉ;2014;SANTO ANDRÉ;7828037,95;1;0
11807;Santo André;2015;566857016;642705933;1.096.447;42;1;107;;;;,,,;9816;;;175,78;12011;3900,36;;;;;;;114.370.478;;;500585;1,37;207327;2535,42;685606;;685606;;86,73;100;;;;;;SANTO ANDRÉ;;;;1;0
11808;Santo André;2016;;;;;;;;;;,,,;;;;175,78;;3909,72;;;;;;;;;;507047;1,36;;;687250;;687250;;89,73;100;;;;;;SANTO ANDRÉ;;;;1;0
11809;Santo André;2017;;;;;;;;;;,,,;;;;175,78;;3919,1;;;;;;;;;;;;;;688899;0,27;688899;;92,83;100;;;;;;SANTO ANDRÉ;;;;1;0
11810;Santo André;2018;;;;;;;;;;,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SANTO ANDRÉ;;;;1;0
11811;Santo André;2019;;;;;;;;;;,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SANTO ANDRÉ;;;;1;0
11812;Santo André;2020;;;;;;;;;;,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SANTO ANDRÉ;;;;1;0
11813;Santo André;2021;;;;;;;;;;,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SANTO ANDRÉ;;;;1;0
11814;Santo Antônio da Alegria;2000;;;;;;;0,607;510;5,36;,,,;;;;309,68;;18,59;;;;14758817;276081;17824;0,01475412;340600;178820;;;452;402,3;5757;;4189;1568;41,7;72,76;21;;;;;SANTO ANTÔNIO DA ALEGRIA;;;;1;0
11815;Santo Antônio da Alegria;2001;;;;;;1;;;;,,,;44;;;309,68;2;18,81;;;5225;14865694;282356;46165;0,01482079;380873;228269;;;462;417,73;5825;;4225;1600;44,12;72,53;,,,;;;;;SANTO ANTÔNIO DA ALEGRIA;;;;1;0
